"y"	"akiec"	"bcc"	"mel"	"ben"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"bcc"	"not"	"bcc"	"not"	"not"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
"ben"	"not"	"not"	"not"	"ben"
